DocNo,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,No,TopicNo,TopicValue,Citation,Article Title,Source title,DOI,DOI Link,Source
1033,0.018259585,0.018262759,0.018266086,0.018260358,0.018261336,0.018268347,0.018261053,0.835637808,0.018258598,0.018264093,1223,8,0.835637808,Nawaz et al. (2019),Quantum Machine Learning for 6G Communication Networks: State-of-the-Art and Vision for the Future,IEEE Access,10.1109/ACCESS.2019.2909490,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064762383&doi=10.1109%2fACCESS.2019.2909490&partnerID=40&md5=b19c9f926bdf1d6b4248eca78ffbfc26,Scopus
1034,0.83590281,0.018234471,0.018234454,0.018230312,0.018234862,0.01823191,0.018233692,0.01823038,0.018234478,0.018232627,1224,1,0.83590281,Song et al. (2019),Rydberg-atom-based digital communication using a continuously tunable radio-frequency carrier,Optics Express,10.1364/OE.27.008848,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063502881&doi=10.1364%2fOE.27.008848&partnerID=40&md5=f19f89f360a33b9e022276cf2b6b6a43,Scopus
1035,0.021787303,0.021786854,0.021788619,0.021793554,0.021786861,0.021790575,0.0217881,0.803897262,0.021786774,0.021794107,1225,8,0.803897262,LeMoyne et al. (2019),Wearable and wireless systems for movement disorder evaluation and deep brain stimulation systems,"Smart Sensors, Measurement and Instrumentation",10.1007/978-981-13-5808-1_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063031567&doi=10.1007%2f978-981-13-5808-1_1&partnerID=40&md5=2e054a1a2d571dd1ea2e9764668d1e37,Scopus
1036,0.025369225,0.025368378,0.025367053,0.771693766,0.02536756,0.025366014,0.025369156,0.025368325,0.025364526,0.025365993,1226,4,0.771693766,Mahseur et al. (2019),QoS Multicast Routing Based on a Quantum Chaotic Dragonfly Algorithm,Lecture Notes in Networks and Systems,10.1007/978-3-030-05481-6_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062906524&doi=10.1007%2f978-3-030-05481-6_4&partnerID=40&md5=1b61510cc35bc8edf7bf15b54e68cb39,Scopus
1037,0.021734072,0.021728346,0.021728368,0.021725757,0.804455936,0.021723438,0.021724626,0.021727772,0.021727107,0.021724606,1227,5,0.804455936,Cai et al. (2019),Experimental wavelength-space division multiplexing of quantum key distribution with classical optical communication over multicore fiber,Optics Express,10.1364/OE.27.005125,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062804695&doi=10.1364%2fOE.27.005125&partnerID=40&md5=7182cc74b08af5b7bc7bda3098c39a35,Scopus
1038,0.02146022,0.021463839,0.021464512,0.021459509,0.806844711,0.021460027,0.021458792,0.02146065,0.021463903,0.021463819,1228,5,0.806844711,Naughton et al. (2019),Design considerations for an optical link supporting intersatellite quantum key distribution,Optical Engineering,10.1117/1.OE.58.1.016106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062595061&doi=10.1117%2f1.OE.58.1.016106&partnerID=40&md5=572231425351b30daa2e4e3f7f9ebbc1,Scopus
1039,0.019914197,0.019912662,0.019915203,0.019911781,0.019911041,0.019914974,0.019916536,0.019913146,0.019916495,0.820773959,1229,10,0.820773959,Benfenati & Zamboni (2019),Silk biomaterials enable living technologies targeting brain cells,Nonlinear Optics Quantum Optics,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061962121&partnerID=40&md5=2dc2a780a178008f16316d6657299f6d,Scopus
1040,0.025748949,0.025739189,0.025741519,0.025736399,0.025736848,0.025737382,0.025737677,0.025737578,0.025735449,0.768348992,1230,10,0.768348992,Richardson et al. (2019),Origin of spectral brightness variations in InAs/InP quantum dot telecom single photon emitters,Journal of Vacuum Science and Technology B: Nanotechnology and Microelectronics,10.1116/1.5042540,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059619456&doi=10.1116%2f1.5042540&partnerID=40&md5=c09387cfd700095614c7a822f98827d7,Scopus
1041,0.018344918,0.018347299,0.834888518,0.018344644,0.018343961,0.018345827,0.018345257,0.018345797,0.018344712,0.018349092,1231,3,0.834888518,Luo et al. (2019),Nonlinear integrated quantum electro-optic circuits,Science Advances,10.1126/sciadv.aat1451,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059497440&doi=10.1126%2fsciadv.aat1451&partnerID=40&md5=bd698004741f088133675ff0b9173de7,Scopus
1042,0.017080216,0.017080331,0.017080242,0.017082157,0.84627372,0.0170826,0.017080536,0.017081669,0.017078236,0.017080309,1232,5,0.84627372,Li et al. (2019),A New Lattice-Based Signature Scheme in Post-Quantum Blockchain Network,IEEE Access,10.1109/ACCESS.2018.2886554,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058900334&doi=10.1109%2fACCESS.2018.2886554&partnerID=40&md5=f9437db6c5cd9e6575168c123abcc892,Scopus
1043,0.020902554,0.02090323,0.020904245,0.020902744,0.020902904,0.811868072,0.020903194,0.020903453,0.020904623,0.020904971,1234,6,0.811868072,Iliyasu (2019),Roadmap to talking quantum movies: A contingent inquiry,IEEE Access,10.1109/ACCESS.2018.2871107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054215045&doi=10.1109%2fACCESS.2018.2871107&partnerID=40&md5=f5e0bbd8db3ebeda745699db7fde4d08,Scopus
1044,0.017396895,0.017398,0.01739393,0.017392619,0.0174035,0.017396068,0.017393027,0.843440175,0.017392958,0.017392837,1235,8,0.843440175,RomaÅ„czyk & Kurek (2019),Molecular electrochemistry of coordination compoundsâ€”A correlation between quantum chemical calculations and experiment,Challenges and Advances in Computational Chemistry and Physics,10.1007/978-3-030-11714-6_13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053782925&doi=10.1007%2f978-3-030-11714-6_13&partnerID=40&md5=9e2c7386ac18e640000f040b575a6cf8,Scopus
1045,0.014590714,0.014585725,0.014588062,0.014585694,0.868703544,0.014591961,0.014587022,0.014587665,0.014591217,0.014588407,1236,5,0.868703544,Trinh et al. (2018),Quantum Key Distribution over FSO: Current Development and Future Perspectives,Progress in Electromagnetics Research Symposium,10.23919/PIERS.2018.8597918,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060928216&doi=10.23919%2fPIERS.2018.8597918&partnerID=40&md5=5e1897a0fc5c3acd81ddac5facb6cb50,Scopus
1046,0.022175141,0.022175197,0.022179181,0.022176918,0.800395191,0.022182019,0.022182142,0.02217602,0.022176702,0.02218147,1237,5,0.800395191,Liu et al. (2018),Technology of Satellite-Ground Combined Video Transmission Based on Quantum Key Distribution,"2nd IEEE Conference on Energy Internet and Energy System Integration, EI2 2018 - Proceedings",10.1109/EI2.2018.8582343,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060886168&doi=10.1109%2fEI2.2018.8582343&partnerID=40&md5=9192353b69dc75ac77ef3035a456f448,Scopus
1047,0.020028066,0.019988658,0.019993344,0.019983433,0.019987816,0.820061088,0.019987181,0.019990401,0.019992415,0.019987622,1238,6,0.820061088,Du (2018),Terahertz Essential Devices Technique Research Based on Quantum Communication,"Proceedings of 2018 IEEE 3rd Advanced Information Technology, Electronic and Automation Control Conference, IAEAC 2018",10.1109/IAEAC.2018.8577895,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060379501&doi=10.1109%2fIAEAC.2018.8577895&partnerID=40&md5=743f516f2e311e1aecf04bccc738fba0,Scopus
1048,0.01960763,0.019606965,0.019606207,0.019609587,0.823536336,0.019607838,0.019606667,0.019607693,0.01960475,0.019606318,1239,5,0.823536336,Akleylek et al. (2018),Fast NTRU encryption in GPU for secure iop communication in post-quantum era,"Proceedings - 2018 IEEE SmartWorld, Ubiquitous Intelligence and Computing, Advanced and Trusted Computing, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People and Smart City Innovations, SmartWorld/UIC/ATC/ScalCom/CBDCom/IoP/SCI 2018",10.1109/SmartWorld.2018.00322,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060286930&doi=10.1109%2fSmartWorld.2018.00322&partnerID=40&md5=78fc650d472890ff48bf8c1f3a9a64d7,Scopus
1049,0.023025073,0.023025541,0.023025563,0.023017798,0.792799532,0.023018926,0.023019565,0.023019545,0.023022296,0.023026166,1240,5,0.792799532,Pljonkin & Singh (2018),The review of the commercial quantum key distribution system,"PDGC 2018 - 2018 5th International Conference on Parallel, Distributed and Grid Computing",10.1109/PDGC.2018.8745822,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069438729&doi=10.1109%2fPDGC.2018.8745822&partnerID=40&md5=82ed94a7f5db08d9c1f15770e2b0c8d7,Scopus
1050,0.019196745,0.019205678,0.019188846,0.82727927,0.019189266,0.019188099,0.019187434,0.019189613,0.019186663,0.019188402,1241,4,0.82727927,Dumitrescu et al. (2018),Benchmarking treewidth as a practical component of tensor network simulations,PLoS ONE,10.1371/journal.pone.0207827,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058688085&doi=10.1371%2fjournal.pone.0207827&partnerID=40&md5=b69f54b8b4765022a53fadd35e13d826,Scopus
1051,0.022339175,0.022344444,0.0223404,0.022336779,0.115039729,0.022341752,0.022338094,0.022337949,0.022338202,0.706243455,1242,10,0.706243455,Wang et al. (2018),Bright room temperature single photon source at telecom range in cubic silicon carbide,Nature Communications,10.1038/s41467-018-06605-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054462061&doi=10.1038%2fs41467-018-06605-3&partnerID=40&md5=c88588652c46dd8733b7537f1c387e10,Scopus
1052,0.02331282,0.023312677,0.023313588,0.023305472,0.023306824,0.023307903,0.790202677,0.023307631,0.023315221,0.023315176,1243,7,0.790202677,Chang (2018),A quantum mechanical interpretation of gravitational redshift of electromagnetic wave,Optik,10.1016/j.ijleo.2018.08.127,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052646375&doi=10.1016%2fj.ijleo.2018.08.127&partnerID=40&md5=988eca2bd10921abf0894003843179b3,Scopus
1053,0.019915247,0.82076323,0.019914912,0.019913711,0.019916629,0.019915998,0.019914376,0.01991426,0.019914502,0.019917125,1244,2,0.82076323,Kerstel et al. (2018),Nanobob: A CubeSat mission concept for quantum communication experiments in an uplink configuration,EPJ Quantum Technology,10.1140/epjqt/s40507-018-0070-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052589197&doi=10.1140%2fepjqt%2fs40507-018-0070-7&partnerID=40&md5=d7a5f57452d524550aca32fb199d7e2c,Scopus
1054,0.019545157,0.019545479,0.019546006,0.019545471,0.824087381,0.019546973,0.019544996,0.019546038,0.019543279,0.019549208,1245,5,0.824087381,Neumann et al. (2018),Q 3 Sat: Quantum communications uplink to a 3U CubeSatâ€”feasibility &amp; design,EPJ Quantum Technology,10.1140/epjqt/s40507-018-0068-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052552931&doi=10.1140%2fepjqt%2fs40507-018-0068-1&partnerID=40&md5=a2a3cc4a3fcd9c52a9be4b64fee2165c,Scopus
1055,0.021285515,0.021287851,0.808409452,0.021284349,0.021292571,0.021289354,0.021287868,0.021287054,0.021285918,0.021290088,1247,3,0.808409452,Vernaz-Gris et al. (2018),Highly-efficient quantum memory for polarization qubits in a spatially-multiplexed cold atomic ensemble,Nature Communications,10.1038/s41467-017-02775-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041107830&doi=10.1038%2fs41467-017-02775-8&partnerID=40&md5=bc57fd99de5bf70ef60594b1a654f090,Scopus
1056,0.782438517,0.024175232,0.024179751,0.024171822,0.02417038,0.024171336,0.0241745,0.024172164,0.024173031,0.024173263,1248,1,0.782438517,Zhou et al. (2018),Controlling the Catalytic and Optical Properties of Aggregated Nanoparticles or Semiconductor Quantum Dots Using DNA-Based Constitutional Dynamic Networks,ACS Nano,10.1021/acsnano.8b05452,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054413519&doi=10.1021%2facsnano.8b05452&partnerID=40&md5=124bfcb48ce7af9cfb48ff85748bf50f,Scopus
1057,0.019823473,0.019822093,0.821597755,0.019822059,0.019820735,0.019820817,0.019821588,0.019821959,0.019823406,0.019826131,1249,3,0.821597755,Sosnicki & Karpinski (2018),Large-scale spectral bandwidth compression by complex electro-optic temporal phase modulation,Optics Express,10.1364/OE.26.031307,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057112641&doi=10.1364%2fOE.26.031307&partnerID=40&md5=223ac10b5a6e9280d335b17062989479,Scopus
1058,0.020991076,0.811178446,0.020982414,0.020974215,0.020975308,0.020978186,0.020977234,0.020978065,0.02098611,0.020978963,1251,2,0.811178446,Laibacher & Tamma (2018),Symmetries and entanglement features of inner-mode-resolved correlations of interfering nonidentical photons,Physical Review A,10.1103/PhysRevA.98.053829,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056995378&doi=10.1103%2fPhysRevA.98.053829&partnerID=40&md5=2c90f38f7579d4c9348827e884b97f7a,Scopus
1059,0.025823474,0.02582364,0.02582288,0.025824158,0.025823023,0.025823096,0.025823832,0.767590165,0.02582325,0.0258225,1253,8,0.767590165,Bandyopadhyay et al. (2018),Applications of neural networks to the simulation of dynamics of open quantum systems,Chemical Physics,10.1016/j.chemphys.2018.05.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048586120&doi=10.1016%2fj.chemphys.2018.05.019&partnerID=40&md5=a0d74775ab2efe302238c49cd0b210d6,Scopus
1060,0.025203353,0.02519856,0.025198231,0.025197314,0.77321136,0.025201861,0.025196152,0.025197811,0.02519758,0.0251978,1255,5,0.77321136,Tarantino et al. (2018),Feasibility of Quantum Communications in Aquatic Scenario,"31st Annual Conference of the IEEE Photonics Society, IPC 2018",10.1109/IPCon.2018.8527325,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058305671&doi=10.1109%2fIPCon.2018.8527325&partnerID=40&md5=b4bef126ce40ce026fe9f39163cf7999,Scopus
1061,0.020730017,0.020737238,0.020727789,0.020726934,0.813436985,0.020728469,0.020727137,0.020728257,0.02073084,0.020726321,1256,5,0.813436985,Bacsardi (2018),Resources for Satellite-Based Quantum Communication Networks,"INES 2018 - IEEE 22nd International Conference on Intelligent Engineering Systems, Proceedings",10.1109/INES.2018.8523885,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058016036&doi=10.1109%2fINES.2018.8523885&partnerID=40&md5=83110eca8b8a0d610f739e9043ea82e6,Scopus
1062,0.020879937,0.020884193,0.020874035,0.02087337,0.020875743,0.020872248,0.812117457,0.020875486,0.020870058,0.020877494,1257,7,0.812117457,Cesarini et al. (2018),COUNTDOWN - A run-time library for application-agnostic energy saving in MPI communication primitives,ACM International Conference Proceeding Series,10.1145/3295816.3295818,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062922051&doi=10.1145%2f3295816.3295818&partnerID=40&md5=6a0b40377df6e9b2d5221f4d6fce7c8e,Scopus
1063,0.022193035,0.022190779,0.022193784,0.022195591,0.022192014,0.022190785,0.022193767,0.800266922,0.022189861,0.022193454,1258,8,0.800266922,Xiang et al. (2018),Quantum weighted gated recurrent unit neural network and its application in performance degradation trend prediction of rotating machinery,Neurocomputing,10.1016/j.neucom.2018.06.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049329648&doi=10.1016%2fj.neucom.2018.06.012&partnerID=40&md5=9d1e8e3d3c5e03b49872171a18730b7e,Scopus
1064,0.024317315,0.024313258,0.0243278,0.024303317,0.024372151,0.024306526,0.024305563,0.024318565,0.781110764,0.024324715,1259,9,0.781110764,Goodman (2018),"A physical biology, the electron neutrino mass, and the role of quantum mechanics in nature",NeuroQuantology,10.14704/nq.2018.16.11.1865,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062823799&doi=10.14704%2fnq.2018.16.11.1865&partnerID=40&md5=303f2747fb58d6ecd7403192fdd9991b,Scopus
1065,0.017490791,0.017491383,0.017490711,0.017490564,0.842574537,0.017494937,0.017490769,0.017492138,0.017491911,0.017492242,1260,5,0.842574537,Ardeshir-Larijani et al. (2018),Automated equivalence checking of concurrent quantum systems,ACM Transactions on Computational Logic,10.1145/3231597,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057207066&doi=10.1145%2f3231597&partnerID=40&md5=1885e0d5b00548523e872dd6fc7280fa,Scopus
1066,0.026424399,0.026424378,0.02642652,0.026426494,0.026437113,0.026439961,0.762136817,0.026425511,0.02642747,0.026431313,1261,7,0.762136817,Li & Du (2018),Polymeric insulation for high-voltage dc extruded cables: Challenges and development directions,IEEE Electrical Insulation Magazine,10.1109/MEI.2018.8507715,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055773330&doi=10.1109%2fMEI.2018.8507715&partnerID=40&md5=65f06a6127ec314c6484b83bd951a226,Scopus
1067,0.020925974,0.020929232,0.811648786,0.020928284,0.020928187,0.020927861,0.020926561,0.020927694,0.020926522,0.020930929,1262,3,0.811648786,Oliveira et al. (2018),A multitasking device based on electromagnetically induced transparency in optical cavities,Quantum Information Processing,10.1007/s11128-018-2069-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054318673&doi=10.1007%2fs11128-018-2069-5&partnerID=40&md5=6d8e6307b0781f1f8fc1bf32916d5a11,Scopus
1068,0.019616313,0.019616231,0.019614674,0.823454618,0.019614447,0.019616913,0.019618377,0.019618424,0.019614544,0.019615468,1263,4,0.823454618,DueÃ±as-Osorio et al. (2018),Quantum-inspired Boolean states for bounding engineering network reliability assessment,Structural Safety,10.1016/j.strusafe.2018.05.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049319522&doi=10.1016%2fj.strusafe.2018.05.004&partnerID=40&md5=405f62f1c144df4b498b9940862f73a0,Scopus
1069,0.02327376,0.023269758,0.023275021,0.023267332,0.023267256,0.023269601,0.023267817,0.023268912,0.02327113,0.790569425,1264,10,0.790569425,Yao et al. (2018),Integrated silicon photonic microresonators: Emerging technologies,IEEE Journal of Selected Topics in Quantum Electronics,10.1109/JSTQE.2018.2846047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048492476&doi=10.1109%2fJSTQE.2018.2846047&partnerID=40&md5=0c5975b53c5ba268836ebc88f783097a,Scopus
1070,0.019748138,0.019747853,0.822285593,0.019745857,0.019746067,0.019746264,0.019744296,0.019745791,0.019744528,0.019745592,1265,3,0.822285593,Zheng et al. (2018),Nonlinear optical responses of carbon quantum dots anchored on graphene oxide hybrid in solid-state transparent monolithic silica gel glasses,Optics and Laser Technology,10.1016/j.optlastec.2018.06.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048258262&doi=10.1016%2fj.optlastec.2018.06.013&partnerID=40&md5=c6c8a898631e2960bdecb2cb7281243f,Scopus
1071,0.803465188,0.021834968,0.021843454,0.021835823,0.02183621,0.02183418,0.021839818,0.021834806,0.021835832,0.021839719,1266,1,0.803465188,Ghosh et al. (2018),Limitations of Cs 3 Bi 2 I 9 as Lead-Free Photovoltaic Absorber Materials,ACS Applied Materials and Interfaces,10.1021/acsami.7b14735,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054133109&doi=10.1021%2facsami.7b14735&partnerID=40&md5=5d105751706b6021731d9d7917ca6e4c,Scopus
1072,0.805063844,0.021660576,0.021661488,0.02165837,0.021658506,0.021659458,0.021659551,0.021659525,0.021657472,0.021661218,1268,1,0.805063844,Mahmood et al. (2018),Organic Ferromagnetism: Trapping Spins in the Glassy State of an Organic Network Structure,Chem,10.1016/j.chempr.2018.07.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056414908&doi=10.1016%2fj.chempr.2018.07.006&partnerID=40&md5=8363d3055ffc8d1673d0d3287cea78b1,Scopus
1073,0.021199143,0.021190897,0.02119278,0.021189352,0.809265614,0.021194121,0.02119123,0.021192839,0.021193406,0.021190643,1269,5,0.809265614,Huang et al. (2018),Implementation vulnerabilities in general quantum cryptography,New Journal of Physics,10.1088/1367-2630/aade06,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056136834&doi=10.1088%2f1367-2630%2faade06&partnerID=40&md5=ffd22665c00f82c8edcacb6749058a3a,Scopus
1074,0.017866248,0.017863477,0.017866312,0.017862909,0.017862683,0.017863302,0.017864527,0.0178636,0.017862275,0.839224637,1270,10,0.839224637,Chang et al. (2018),Heterogeneously Integrated GaAs Waveguides on Insulator for Efficient Frequency Conversion,Laser and Photonics Reviews,10.1002/lpor.201800149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052527734&doi=10.1002%2flpor.201800149&partnerID=40&md5=e7af83b0ca28a99aa944c4afed440fe1,Scopus
1075,0.022919485,0.022915985,0.022916235,0.02291587,0.022913903,0.022913111,0.022915732,0.793758631,0.022916347,0.022914708,1271,8,0.793758631,Li et al. (2018),Quantum weighted long short-term memory neural network and its application in state degradation trend prediction of rotating machinery,Neural Networks,10.1016/j.neunet.2018.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050891274&doi=10.1016%2fj.neunet.2018.07.004&partnerID=40&md5=950ad1ba6924df1aa993c7e20b1a90ae,Scopus
1076,0.022623409,0.022620616,0.022620827,0.022623351,0.022621499,0.022622392,0.022624873,0.796397328,0.022622453,0.02262323,1272,8,0.796397328,Mohammadi et al. (2018),Designing ternary quantum-dot cellular automata logic circuits based upon an alternative model,Computers and Electrical Engineering,10.1016/j.compeleceng.2018.07.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050141295&doi=10.1016%2fj.compeleceng.2018.07.001&partnerID=40&md5=388e9852a0ddc80d1a64a4279d34af9f,Scopus
1077,0.021479899,0.021483075,0.806668162,0.021480719,0.021480529,0.021482009,0.021479346,0.021481402,0.021478942,0.021485902,1273,3,0.806668162,Rottwitt et al. (2018),Nonlinear Optical Signal Processing and Generation of Quantum States using Intermodal Four-wave Mixing,International Conference on Transparent Optical Networks,10.1109/ICTON.2018.8473759,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055516220&doi=10.1109%2fICTON.2018.8473759&partnerID=40&md5=b074a8000cebe58cbb7f7b8d062e6044,Scopus
1078,0.019719861,0.019718597,0.019719079,0.019718664,0.019717779,0.019721339,0.019719569,0.822526038,0.019720392,0.01971866,1275,8,0.822526038,Zaleski & Prozument (2018),Automated assignment of rotational spectra using artificial neural networks,Journal of Chemical Physics,10.1063/1.5037715,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053627532&doi=10.1063%2f1.5037715&partnerID=40&md5=4965f973fd9a5c54d665f054accc4459,Scopus
1079,0.02086271,0.812375605,0.020848764,0.020841673,0.020842416,0.020846723,0.020843998,0.020845499,0.020839907,0.020852696,1276,2,0.812375605,Wang et al. (2018),Quantum metasurface for multiphoton interference and state reconstruction,Science,10.1126/science.aat8196,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053306424&doi=10.1126%2fscience.aat8196&partnerID=40&md5=12a2ed14bd61cd3ad27f26e3ab647dfc,Scopus
1080,0.020709474,0.020708952,0.020708974,0.813621163,0.020707633,0.020709712,0.020707292,0.020710682,0.020707032,0.020709069,1277,4,0.813621163,Qazi & Aizenberg (2018),Towards Quantum Computing Algorithms for Datacenter Workload Predictions,"IEEE International Conference on Cloud Computing, CLOUD",10.1109/CLOUD.2018.00131,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056176378&doi=10.1109%2fCLOUD.2018.00131&partnerID=40&md5=939dafccde5f3f148af8800b189bf379,Scopus
1081,0.024768198,0.024760047,0.024760004,0.024764583,0.777148306,0.024759,0.024760906,0.024761572,0.024758117,0.024759263,1278,5,0.777148306,Huixian et al. (2018),Blind proxy re-signature scheme based on isomorphisms of polynomials,IEEE Access,10.1109/ACCESS.2018.2869041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052874005&doi=10.1109%2fACCESS.2018.2869041&partnerID=40&md5=3f2ada9325d813e4b212240de65534cb,Scopus
1082,0.021507114,0.806427956,0.021506904,0.021507816,0.021505471,0.021511072,0.02150763,0.021508999,0.021507883,0.021509156,1279,2,0.806427956,PezzÃ¨ et al. (2018),Quantum metrology with nonclassical states of atomic ensembles,Reviews of Modern Physics,10.1103/RevModPhys.90.035005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047977038&doi=10.1103%2fRevModPhys.90.035005&partnerID=40&md5=b2e08db27921d9841905efe7a4ff85ed,Scopus
1083,0.020233963,0.020230107,0.817905664,0.020228812,0.020229459,0.020233994,0.020231837,0.020231795,0.020235505,0.020238895,1280,3,0.817905664,Wen et al. (2018),Geometric Metasurfaces for Ultrathin Optical Devices,Advanced Optical Materials,10.1002/adom.201800348,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052735738&doi=10.1002%2fadom.201800348&partnerID=40&md5=a6cb781fb894923de57eca413ec7fa32,Scopus
1084,0.025649723,0.76914525,0.025651893,0.025651556,0.02564973,0.025652306,0.025648678,0.025651194,0.02564628,0.025653411,1281,2,0.76914525,Wang et al. (2018),Self-error-corrected hyperparallel photonic quantum computation working with both the polarization and the spatial-mode degrees of freedom,Optics express,10.1364/OE.26.023333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057380868&doi=10.1364%2fOE.26.023333&partnerID=40&md5=3fa2cbb0925e8d304781ec0d2153ba2e,Scopus
1085,0.025033878,0.025031993,0.025032083,0.774701953,0.025032168,0.025033319,0.025031965,0.025039125,0.025031753,0.025031742,1283,4,0.774701953,Du & Li (2018),A novel deformation forecasting method utilizing comprehensive observation data,Advances in Mechanical Engineering,10.1177/1687814018796330,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054141474&doi=10.1177%2f1687814018796330&partnerID=40&md5=06d6eb06299563a1489ce802843ff23e,Scopus
1086,0.020301666,0.020300925,0.020301886,0.020307476,0.817281425,0.020302683,0.020302329,0.020301595,0.020299377,0.020300664,1284,5,0.817281425,Roychoudhury et al. (2018),Provably secure group authentication and key agreement for machine type communication using Chebyshev's polynomial,Computer Communications,10.1016/j.comcom.2018.06.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048965771&doi=10.1016%2fj.comcom.2018.06.005&partnerID=40&md5=76c132a3fc9743cacb06e43e302c8ad1,Scopus
1087,0.027435591,0.027429927,0.753097117,0.027430221,0.027430015,0.02743016,0.027448192,0.027431134,0.027432051,0.027435608,1285,3,0.753097117,Algarni et al. (2018),Erbium-doped fluorotellurite titanate glasses for near infrared broadband amplifiers,Optical Materials,10.1016/j.optmat.2018.06.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048712857&doi=10.1016%2fj.optmat.2018.06.020&partnerID=40&md5=f7cb97a00174628816e0a099c8df9e30,Scopus
1088,0.022222372,0.022197766,0.022203133,0.02220295,0.022199482,0.022198381,0.022203196,0.022215609,0.022205483,0.800151646,1287,10,0.800151646,Si et al. (2018),Dynamic Adaptable Asynchronous Progress Model for MPI RMA Multiphase Applications,IEEE Transactions on Parallel and Distributed Systems,10.1109/TPDS.2018.2815568,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043775595&doi=10.1109%2fTPDS.2018.2815568&partnerID=40&md5=e2235f284b076f5d628382e543c09441,Scopus
1089,0.020091524,0.819170594,0.020100297,0.020090394,0.020092692,0.020090736,0.020090966,0.020090299,0.020090772,0.020091711,1288,2,0.819170594,Peng et al. (2018),Manipulation of the spontaneous parametric down-conversion process in space and frequency domains via wavefront shaping,Optics Letters,10.1364/OL.43.003985,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053669986&doi=10.1364%2fOL.43.003985&partnerID=40&md5=e4957bb7a19a4826f46526ef909242d9,Scopus
