No,Source,Citation,Publcation Year,Article Title,Source title,Abstract,Keywords,DOI,DOI Link,Document Type
1143,Scopus,Zheng et al. (2019),2019,Single-photon-induced phonon blockade in a hybrid spin-optomechanical system,Physical Review A,"We explore the photon-controlled phonon statistics in a hybrid spin-optomechanical system. Here the proposed phonon blockade is based on the nonlinearity of system induced by the strong spin-mechanical coupling. Our approach involves introducing an ancillary quadratic optomechanical coupling (i.e., the cavity field quadratically coupled to mechanical motion) and simultaneously considering the cavity field with a single photon. By injecting the auxiliary photons, one can not only enhance the spin-resonator interaction, but also realize fully switchable phonon blockade. This work offers an approach to manipulate phonon statistics with photons, which should inspire the engineering of new single-phonon quantum devices and have potential applications in the future hybrid photon-phonon quantum networks. © 2019 American Physical Society.",,10.1103/PhysRevA.99.013804,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059815672&doi=10.1103%2fPhysRevA.99.013804&partnerID=40&md5=4df8774421e115413faa3bc3873f6b68,Article
1144,Scopus,Lewis (2019),2019,The Signal: The History of Signal Processing and How We Communicate,The Signal: the History of Signal Processing and How we Communicate,"Computers are the foundation of the information age, but communication technology is the foundation of the foundation. Without the theories and practical applications of theory brought to us by the pioneers of communication, the computer age would perhaps have remained in the back office, hidden away as infrastructure like electricity or running water – critical to modern life, but not as transforming as the combination of communications and computing. The information age exploded once machines were endowed with the ability to talk among themselves. The Signal connects everything to everything else, in both communication, and in the metaphorical sense as the link between and among people. Features Identifies the key ideas underlying modern communications technology, and documents the contributions of its inventors Explores the signal in communication, and also in the metaphorical sense as the link between and among people Leads the reader through a journey from ancient number systems to Voyager II to radio and MP3s to quantum cryptography Includes coverage of ""Signals from Hell,"" including memes and ""fake news"" on the Internet Looks to the future of communication, with emergent 5G. © 2019 by Taylor & Francis Group, LLC.",,10.1201/9780429275654,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139343094&doi=10.1201%2f9780429275654&partnerID=40&md5=f1019b6a663f593f8dbe1c820f610b54,Book
1145,Scopus,Pallmann et al. (2019),2019,Development of a coherent spin photon interface for quantum repeaters using NV centers in diamond,Optics InfoBase Conference Papers,"Building a long distance quantum network is one of the big challenges in the field of quantum communication, which requires the development of a quantum repeater. A crucial component of this is an efficient, coherent spin photon interface, and coupling single NV centers to a microcavity is a promising approach therefor. In our experiment, we integrate a diamond membrane to an open access fiber-based Fabry-Perot microcavity to increase the weak ZPL emission of NV centers. Simulations predict the feasibility of a strong enhancement of the ZPL emission efficiency, reaching values of up to 80%. We present a spatially resolved characterization of a coupled cavity-membrane device and report on the current status of the experiment. © 2019 OSA - The Optical Society. All rights reserved.",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136593787&partnerID=40&md5=4acd6674ed3f13cf3116d318bf3ee68d,Conference Paper
1146,Scopus,Grable (2019),2019,LAWS OF PHYSICAL TIME,Laws of Physical Time,"Physics leaves big questions unanswered. For example, why does time seem to move only from the past toward the future? In fact, there is no good definition of past, present, and future. Experiments show there is no universal “flowing river of time.” Is time “the fourth dimension?"" Is there a “place” we can visit called “the past?"" Is there no unifying theory to join the theories of quantum mechanics and relativity? The nature of time is critical in answering these questions. Physics is not wrong - simply incomplete. More facts have been learned about our universe in the last thirty years than have been learned in all of previous history. Mostly what has been learned is how little we actually know. The nature of time is a good example. This book describes experiments that have proved that gravity, velocity, and acceleration slow time. Analysis shows that (1) perception of distance and time depends on relative velocity, (2) time can slow and stop, (3) time gets really strange near black holes, (4) photons traveling toward each other at the speed of light see the other moving only at the speed of light, due to time effects; and there are other strange effects. The truth is that most time experiment results have no real explanation. In physics there is no good definition for time and no logic foundation for a definition of time - until this book. Enter the new science and technology of time. Here the relatively new sciences of computer technology and communication theory have an important contribution to make. At the heart of the science we find the computer logic of state machines and the physical structure of information as a physical entity. In this world, “state change” is the pivot around which the world turns. We learn that logic is essential for understanding how time works. We discover how state change is essential for the very existence of time! Logic symbols provide a framework for thought about time. We even find a basis for some of the definitions physics has been searching for. We find an information-based state- transition-based definition of time. There is a way to define past, present, and future. In this book we find very compelling motivation for some interesting conclusions. For example, time is essentially the result of state transitions. If nothing happens, there is no evidence of time passing. We find that energy exchange motivates time. There is no experience of time without sequence of events. Could the new science and technology of time be the next leap forward in physics? Many current science writers seem to think so. (Imprint: Nova). © 2020 by Nova Science Publishers, Inc. All rights reserved.",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136048368&partnerID=40&md5=5969da843d18e9d244e58ac05c2fe631,Book
1147,Scopus,Höyhtyä et al. (2019),2019,5G and beyond for new space: Vision and research challenges,IET Conference Publications,"This chapter creates a vision for 5G and beyond satellite connectivity and discusses use cases where development is needed. We define a layered architecture for future integrated terrestrial-nonterrestrial networks and discuss what are the key communications technologies needed to make the operation reliable and efficient. We outline research challenges including high-frequency bands, spectrum sharing and interference management, optical communications, and network management using software-defined networking principles. Autonomous transport and autonomous satellites are described both as key drivers behind the development as well as disruptive technologies to fulfill future needs. © 2019 Institution of Engineering and Technology. All rights reserved.",,10.1049/cp.2019.1236,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103093052&doi=10.1049%2fcp.2019.1236&partnerID=40&md5=bca1ff107933b112ba32bda93ce44a15,Conference Paper
1148,Scopus,Andreasson et al. (2019),2019,Quantum error correction for the toric code using deep reinforcement learning,Quantum,"We implement a quantum error correction algorithm for bit-flip errors on the topological toric code using deep reinforcement learning. An action-value Q-function encodes the discounted value of moving a defect to a neighboring site on the square grid (the action) depending on the full set of defects on the torus (the syndrome or state). The Q-function is represented by a deep convolutional neural network. Using the translational invariance on the torus allows for viewing each defect from a central perspective which significantly simplifies the state space representation independently of the number of defect pairs. The training is done using experience replay, where data from the algorithm being played out is stored and used for mini-batch upgrade of the Q-network. We find performance which is close to, and for small error rates asymptotically equivalent to, that achieved by the Minimum Weight Perfect Matching algorithm for code distances up to d = 7. Our results show that it is possible for a self-trained agent without supervision or support algorithms to find a decoding scheme that performs on par with hand-made algorithms, opening up for future machine engineered decoders for more general error models and error correcting codes. © 2019 Quantum.All rights reserved.",,10.22331/q-2019-09-02-183,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093901477&doi=10.22331%2fq-2019-09-02-183&partnerID=40&md5=6655238bbaa7768bd8c2826accd76c80,Article
1149,Scopus,Peev (2019),2019,Why do I believe that Quantum Key Distribution (QKD) is finally about to reach telecom markets and grow out of its present exotic standing?,Optics InfoBase Conference Papers,QKD has had for decades the stigma of practical irrelevance. A new wave of interest in Quantum Technology coupled with emerging practical application scenarios is paving the way for a radical change in its future. © OSA 2019 © 2019 The Author(s),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085546170&partnerID=40&md5=2cf90ce96f6fc9b4a58e9e5f21e3d0b0,Conference Paper
1150,Scopus,Shapshak (2019),2019,"Astrovirology, astrobiology, artificial intelligence: Extra-solar system investigations",Global Virology III: Virology in the 21st Century,"This chapter attempts to encompass and tackle a large problem in Astrovirology and Astrobiology. There is a huge anthropomorphic prejudice that although life is unlikely, the just-right Goldilocks terrestrial conditions mean that the just-right balance of minerals and basic small molecules inevitably result in life as we know it throughout our solar system, galaxy, and the rest of the universe. Moreover, when such conditions on planets such as ours may not be quite right for the origin of life, it is popularly opined that asteroids and comets magically produce life or at the very least, the important, if not crucial components of terrestrial life so that life then blooms, when their fragments cruise the solar system, stars, and galaxies, and plummet onto appropriately bedecked planets and moons. It is no longer extraordinary to detect extraterrestrial solar systems. Moreover, since extra-solar system space exploration has commenced, this provides the problem of detecting life with enhanced achievability. Small organisms, which replicate outside of a living cell or host, would not be catalogued as viruses. How about viruses that cohabit with life? On the Earth, viruses are a major, if underestimated, condition of life – will that be the case elsewhere? Detection of extra-solar system viruses, if they exist, requires finding life, since viruses necessitate life to replicate. (It should be noted, though, that viruses could be detected through various types of portable ultra-microscopes, including Electron Microscopes (EM) (scanning and transmission) as well as Atomic Force Microscopes (AFM).) However, extra-solar system detection of life does not oblige that viruses exist ubiquitously. Viruses are important potential components of biospheres because of their multiple interactions and influence on evolution, although viruses are small and obligatory parasitic. In addition, nanotechnology – living or replicating nano-synthetic machine organisms might also be present out there, and require consideration as well. An imposing caveat is that, if found, could some extraterrestrial viruses and synthetic nanotechnological microorganisms infect humans? Possibly, intelligence and cognition may at times be contemporaneous with life. Concomitantly, life and viruses that may be detected, could well be impacted upon by intelligences existing on such exoplanets (and vice versa). Coming to an understanding of the plurality of extraterrestrial intelligence is an optimal objective, in order to avoid causing harm on exoplanets, as well as avoiding conflict and possible human devastation. This is especially the case if we encounter greatly advanced galactic-level civilizations, compared to terrestrial civilizations. Their machine and bionic technologies on the Dyson engineering civilization scale may be prominently superior to ours; their biological expertise may be similarly critically radical. For example, they may use viruses for purposes for which we are barely aware, and which could be utterly deadly for humans. A series of steps is being taken in space exploration. Scientists hypothesize and claim that types of life may be near the Earth, in the solar system, and outside the solar system, similar to ours in the sense that only such conditions, Goldilocks conditions, are key sine qua non requirements, based on our terrestrial chemistry and biochemistry. If detected within the solar system, will life or its remnants resemble terrestrial life? Outside the solar system a similar chauvinism exists, although the likelihood for life, in any event, remains probably low, according to more cautious approaches to the problem. The study of our solar system includes planets, asteroids, comets, and other planetesimals that have been in overall contiguity during several billion years; anthropomorphisms claims life consequently has been developing along terrestrial-type mechanisms. However, a non-anthropomorphic view would surmise, probably not, especially for extra-solar system locales. The prime warning and admonition in all these deliberations is the contamination and damage, which current and past practice and procedures has caused and continues, due to insufficient biocontainment concepts and technology to date. Advances in the development of robotics, artificial intelligence (AI), and high capacity ultrafast quantum computers (QC) greatly enhance the sophisticated control and logical development of extra-solar system studies. Consequently, future long-range manned space exploration seems unwarranted. Clearly, reduced dangers to human health and safety, will result from the use of intelligent machine-based investigations and besides, with increased cost-effectiveness. Space exploration comes at great cost to humanity as a whole and utilizes global resources. Consequently, appropriate organizational measures and planning/cooperation need to be in place. Moreover, the bottom line is that despite all the slogans and claims, there have been next to no financial benefits to our planet as a whole. Such financial and heedless difficulties need to be addressed, the sooner the better. In addition, prior to exposure to exoplanetary life, deep understanding of the problems of infectious diseases and immune dysfunction risks are needed. In addition, global efforts should avoid serendipity and stochasticity as this work should be directed with long-term organization, commitment, scientific, and technological methodology. This chapter briefly reviews such questions assuming a new paradigm for oversight of extrasolar system viral investigations including intelligence and life. Finances are included as an essential adjunct. © Springer Nature Switzerland AG 2019. All rights reserved.",,10.1007/978-3-030-29022-1_20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085432252&doi=10.1007%2f978-3-030-29022-1_20&partnerID=40&md5=7a027c983129c73fdf6e518d122b702b,Book Chapter
1151,Scopus,Baldi et al. (2019),2019,Telecommunications in the ICT age: From research to applications,The First Outstanding 50 Years of “Università Politecnica delle Marche”: Research Achievements in Physical Sciences and Engineering,"The human society in the information age deeply relies on digital information processing, communication and storage. Photonic routing and switching is expected to be exploited in future all-optical networks. Channel coding is needed in order to protect information against natural disturbances, and modern coding schemes are able to reach the ultimate limits predicted by Shannon. On the other hand, postquantum cryptography is necessary for assuring security against cyber attackers, possibly provided with quantum computers. Source coding, especially in video data compression, is recommended for optimizing the bandwidth usage. Spread spectrum systems can solve the problem of radio transmissions over common frequency bands. These technologies are of crucial importance for the evolution of networks and of the whole Internet, allowing people to interact each other and access information in the web. Nowadays, the conventional Internet of people has moved into the pervasive Internet of Things providing innovative services in a variety of application fields. In this respect, domotic systems, based on ambient and wearable sensors, appear of dramatic importance in the design of future assisted living protocols. © Springer Nature Switzerland AG 2019.",,10.1007/978-3-030-32762-0_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084887890&doi=10.1007%2f978-3-030-32762-0_4&partnerID=40&md5=c571489a81f292a3c2b6715f27d69086,Book Chapter
1152,Scopus,Mukherjee (2019),2019,Prospects of avalanche transit time terahertz radiation source in biomedical imaging: Application feasibility in health engineering,Biomedical Engineering and its Applications in Healthcare,"The THz domain (0.1-10 THz) has attracted the attention of scientists and researchers in last decades for its huge application possibilities in the diversified fields of biomedical imaging, space science, spectroscopy, broadband communication, and remote sensing (Dhillon et al. 2017). This domain of EM spectrum throws a big challenge as it lies in between electronic and photonic technology gap. Electronic devices, viz., nanoscale transistors, Gunn and ATT (Avalanche Transit Time) diodes, and resonant tunneling diode (RTD), have been investigated extensively for lower THz domain, while photonic devices such as QCL (quantum cascade laser) and APD (avalanche photodiode) have been investigated for upper THz applications. Most of the available THz sources are complex and bulky and have low temperature. Also radiation power and detection sensitivity of such devices are not promising (Menikh 2010). © Springer Nature Singapore Pte Ltd. 2019.",,10.1007/978-981-13-3705-5_22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084886328&doi=10.1007%2f978-981-13-3705-5_22&partnerID=40&md5=1fae60c31725ef4b327fa2278b07924b,Book Chapter
1153,Scopus,Roztocki et al. (2019),2019,Removing phase ambiguity in fiber-based interferometers for coherent time-bin operations,Optics InfoBase Conference Papers,"Time is a practical and robust degree of freedom for the encoding of quantum information. Qubits encoded in so-called 'time-bins', allowing a discrete superposition of two potential arrival times, have their entanglement preserved even over long propagation distances in standard fiber networks [1]. Time has also been used for the preparation of more complex quantum systems, such as hyper-entangled and cluster states [2]. These qualities put time-bin encoding at the center of applications ranging from quantum state preparation through to quantum communications and information processing. One of the hallmarks of the scheme is that a nonlinear element has to be pumped with phase-coherent double-pulses, which can be achieved by using unbalanced interferometers [1], making their phase stability the key determinant of both state generation and analysis accuracy. However, the phase ambiguity arising from the periodicity of feedback signals [3], as well as the difficulty of stabilizing on interference maxima/minima, leave progress to be made in fiber-based interferometry for time-bin encodings. © 2019 IEEE",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084616087&partnerID=40&md5=2ae639e3f7d3d8f81b937a43a7624987,Conference Paper
1154,Scopus,Romeira et al. (2019),2019,Strong enhancement of light extraction efficiency in sub-wavelength AlGaAs/GaAs vertical-emitting nanopillars,Optics InfoBase Conference Papers,"Scaling down active nanophotonic devices, namely nano-lasers and nano-light-emitting diodes (nanoLEDs), to deep sub-micrometer sizes, is crucial to achieve small footprint (&lt;1 µm2), low energy consumption (&lt;10 fJ/bit), and efficient (&gt;10%) light sources, as needed for future compact photonic integrated circuits for optical communications [1], and biosensing and bioimaging applications [2]. As the surface-to-volume ratio of these nanoscale sources increases substantially, among the numerous challenges, strong non-radiative processes and difficulties in extracting the light have been shown to have a detrimental effect on the external quantum efficiencies of nanoLEDs and nanolasers [3]. Although there has been intense research, particularly in light-enhancement and out-coupling methods, using for example 2D photonic crystals [4], optical nanoantennas [5], or nanowaveguides integrated with grating couplers [3], these approaches are extremely challenging to implement when the size of the light-emitting structures is drastically reduced to the deep-subwavelength (&lt;&lt;λ3) scale. © 2019 IEEE",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084615091&partnerID=40&md5=a2d9878c5e58a160fe9b8407e26c0e9a,Conference Paper
1155,Scopus,Cao et al. (2019),2019,High efficiency quantum memory in multiplexed large-Od cold atomic ensemble,Optics InfoBase Conference Papers,"Quantum memories enabling the storage of an input photonic qubit and its later retrieval with a fidelity beating any classical device constitute essential components in quantum communication networks and optical quantum information processing [1]. Our main goal is to develop a new generation of memories which have a near-unity efficiency for storage-and-retrieval operations, as well as high multiplexing capabilities. In the recent years, we demonstrated for instance the implementation for quantum bits encoded in the orbital angular momentum degree of freedom, which provides an essential capability for future networks with multimode capability [2]. We also realized multiple-degree-of-freedom memory, which can find applications in classical data processing but also in quantum network scenarios where states structured in phase and polarization have been shown to provide promising attributes [3]. © 2019 IEEE",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084609042&partnerID=40&md5=30f03b3188d5ca8560c2fa2a02a4f7d4,Conference Paper
1156,Scopus,Rego et al. (2019),2019,Extreme-ultraviolet pulses with self-torque,Optics InfoBase Conference Papers,"Light beams carrying orbital angular momentum (OAM) [1] are well known due to their powerful capabilities for applications in many fields, such as optical communications, microscopy, quantum optics, quantum information or microparticle manipulation [2]. In this work we introduce a new class of light beams that possess a unique property associated with a temporal variation of their OAM: the self-torque of light [3]. Despite the recent progress in the generation of designer ultrafast light waveforms with OAM [4-6], up to now there is no evidence for the creation of pulses with time-dependent OAM in any spectral regime. We define the self-torque of light as ℏξ = ℏdℓ(t)/dt, where ℏℓ(t) represents the inherent time-variation of a beam's OAM. This definition has an analogy with mechanical systems that self-induce a variation of their angular momentum. © 2019 IEEE",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084570329&partnerID=40&md5=ebc68d036ffa878b8f99746eab0931c2,Conference Paper
1157,Scopus,Redeker et al. (2019),2019,Demonstration of device-independent certification of a 398 m link for future quantum networks,Optics InfoBase Conference Papers,"Certification of complex devices is an important requirement for their application, especially in security-related scenarios. One of the strongest ways to test components is the so-called ""device-independent"" one, where no knowledge about or trust in their internal workings is required. Self-testing is a method for device-independent certification of entanglement using the result of a Bell test. © 2019 IEEE",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084543074&partnerID=40&md5=aa93cb3402410707003a8a0507555755,Conference Paper
1158,Scopus,Lu et al. (2019),2019,Molecular property prediction: A multilevel quantum interactions modeling perspective,"33rd AAAI Conference on Artificial Intelligence, AAAI 2019, 31st Innovative Applications of Artificial Intelligence Conference, IAAI 2019 and the 9th AAAI Symposium on Educational Advances in Artificial Intelligence, EAAI 2019","Predicting molecular properties (e.g., atomization energy) is an essential issue in quantum chemistry, which could speed up much research progress, such as drug designing and substance discovery. Traditional studies based on density functional theory (DFT) in physics are proved to be time-consuming for predicting large number of molecules. Recently, the machine learning methods, which consider much rule-based information, have also shown potentials for this issue. However, the complex inherent quantum interactions of molecules are still largely underexplored by existing solutions. In this paper, we propose a generalizable and transferable Multilevel Graph Convolutional neural Network (MGCN) for molecular property prediction. Specifically, we represent each molecule as a graph to preserve its internal structure. Moreover, the well-designed hierarchical graph neural network directly extracts features from the conformation and spatial information followed by the multilevel interactions. As a consequence, the multilevel overall representations can be utilized to make the prediction. Extensive experiments on both datasets of equilibrium and off-equilibrium molecules demonstrate the effectiveness of our model. Furthermore, the detailed results also prove that MGCN is generalizable and transferable for the prediction. © 2019, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083638711&partnerID=40&md5=d4e50b8cbd2c24844c5648821b311a8a,Conference Paper
1159,Scopus,Willner (2019),2019,Optical fiber telecommunications VII,Optical Fiber Telecommunications VII,"With optical fiber telecommunications firmly entrenched in the global information infrastructure, a key question for the future is how deeply will optical communications penetrate and complement other forms of communication (e.g., wireless access, on-premises networks, interconnects, and satellites). Optical Fiber Telecommunications, the seventh edition of the classic series that has chronicled the progress in the research and development of lightwave communications since 1979, examines present and future opportunities by presenting the latest advances on key topics such as: Fiber and 5G-wireless access networks Inter- and intra-data center communications Free-space and quantum communication links Another key issue is the use of advanced photonics manufacturing and electronic signal processing to lower the cost of services and increase the system performance. To address this, the book covers: Foundry and software capabilities for widespread user access to photonic integrated circuits Nano- and microphotonic components Advanced and nonconventional data modulation formats The traditional emphasis of achieving higher data rates and longer transmission distances are also addressed through chapters on space-division-multiplexing, undersea cable systems, and efficient reconfigurable networking. This book is intended as an ideal reference suitable for university and industry researchers, graduate students, optical systems implementers, network operators, managers, and investors. Quotes: “This book series, which owes much of its distinguished history to the late Drs. Kaminow and Li, describes hot and growing applied topics, which include long-distance and wideband systems, data centers, 5G, wireless networks, foundry production of photonic integrated circuits, quantum communications, and AI/deep-learning. These subjects will be highly beneficial for industrial R&D engineers, university teachers and students, and funding agents in the business sector."" Prof. Kenichi Iga President (Retired), Tokyo Institute of Technology “With the passing of two luminaries, Ivan Kaminow and Tingye Li, I feared the loss of one of the premier reference books in the field. Happily, this new version comes to chronicle the current state-of-the-art and is written by the next generation of leaders. This is a must-have reference book for anyone working in or trying to understand the field of optical fiber communications technology."" Dr. Donald B. Keck Vice President, Corning, Inc. (Retired) “This book is the seventh edition in the definitive series that was previously marshaled by the extraordinary Ivan Kaminow and Tingye Li, both sadly no longer with us. The series has charted the remarkable progress made in the field, and over a billion kilometers of optical fiber currently snake across the globe carrying ever-increasing Internet traffic. Anyone wondering about how we will cope with this incredible growth must read this book."". © 2020 Elsevier Inc. All rights reserved.",,10.1016/C2017-0-03572-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081306688&doi=10.1016%2fC2017-0-03572-3&partnerID=40&md5=38c412c5497a85e96775705b22437209,Book
1160,Scopus,Slane (2019),2019,Future business models for space companies,"Proceedings of the International Astronautical Congress, IAC","This paper explores the evolution of the space company business model and suggests that future successful space companies will adopt open digitized architectures and use industry standards to optimize business opportunities and growth. Today in the space industry the ultimate customer is not a space company, but a terrestrial user of space data and information. Examples are easily identified as communications or remote sensing. Evolution in what is needed to support markets described in this paper are as a monolithic (vertically integrated) supply chain, a distributed, modular supply chain and, a near-term future space architecture and supply chain. Space companies have evolved over approximately the past two decades from monolithic architectures to distributed, modular architectures for purposes of flexibility, cost and growth opportunities. New Space economics puts added pressure on the industry to integrate with terrestrial capabilities. Future technologies will also drive greater integration with terrestrial capabilities. Original business models relied on integrated customers supplier relations for decades long development programs and multiple decade operations. Very high cost was justified by national needs, as was indemnification under government contracts. In the current space era new models exist because those factors have changed. While still costly, space services are coming to market with costs in the hundreds of millions of (US) dollars, not the billions of earlier solutions. Monolithic architectures have given way to more distributed modular concepts allowing for reduced costs over time. Insurance and industry standards use are significant additions to former practices. While struggling with these fundamental changes, global technological change continues unabated and will place greater additional pressure on space company business models due to blockchain technology and quantum computing together with associated Artificial Intelligence (AI) and cybersecurity. Copyright © 2019 by the International Astronautical Federation (IAF). All rights reserved.",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079190027&partnerID=40&md5=fb0af6b06d93f124622fffad9907253c,Conference Paper
1161,Scopus,Haber et al. (2019),2019,Fundamentally secure data with the help of quantum key distribution on CubeSats,"Proceedings of the International Astronautical Congress, IAC","With the uprise of worldwide satellite communication networks, data security is a critical issue. This issue is being addressed in the QUBE project, which proposes a CubeSat for quantum cryptography experiments. The satellite and its subsystems are currently being developed and will be used for the downlink of individual photons, or strongly attenuated light pulses, containing encoded quantum information, which can then be employed for the exchange of encryption keys. The launch of the 3U Nanosatellite is planned for early 2020. It will be built using the UNISEC-Europe standard, which has demonstrated to be able to provide a robust structure for increased reliability in CubeSat missions. In addition to state-of-the-art reaction wheels for precision pointing, the satellite will be bringing the OSIRIS optical downlink system from DLR as well as two dedicated payloads for testing components required for quantum key distribution. A sequence of numbers will be created by a miniaturized quantum random number generator (QRNG), which will be used to set the quantum states of the light pulses. These pulses will then be downlinked to the optical ground station (OGS) at DLR in Oberpfaffenhofen, Germany. The ground station is also equipped with the corresponding components for receiving individual quantum states. In addition, the random numbers will be made available via an RF downlink. The photon states received by the optical ground station will then be compared to the previously generated numbers. Due to the underlying quantum mechanics, any attempt of reading the quantum states will alter them, which makes interceptions easily detectable. These quantum key distribution experiments will evaluate whether secure communication links are possible even on a CubeSat scale. A major challenge for building the proposed CubeSat is the attitude determination and control system that will provide precise pointing. This work will outline detailed mission requirements as well as the chosen subsystems for tackling these challenges in order to achieve a successful mission and prepare for future data security. Copyright © 2019 by the International Astronautical Federation (IAF). All rights reserved.",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079185864&partnerID=40&md5=8c1b35e4e0ca92a3db436c84575d1176,Conference Paper
1162,Scopus,Hamilton et al. (2019),2019,Overview of NASA's national space quantum laboratory program,"Proceedings of the International Astronautical Congress, IAC","The development of entanglement-based quantum networks promises substantial benefit to quantum-enabled applications including distributed quantum sensing, improved timing/synchronization, multi-processor quantum computing over short-range interconnects, and distributed computing or secure communication over long-haul links. Photonic-based systems are the primary technology for realizing quantum networks due to the relative ease of photon transport while maintaining the quantum state. Significant development is required, however, to realize entanglement distribution rates commensurate with quantum network application requirements. In FY18, NASA initiated a hardware development program at MIT Lincoln Laboratory (MIT-LL) to enable a series of near-term space-based quantum communication demonstrations that leverage the agency's significant investment in classical lasercom hardware pathfinders. Our program is focused on developing technology to enable entanglement-based quantum network demonstrations over satellite-based downlinks and crosslinks. Critical technology development underway today includes: precision synchronization, high-rate heralded entanglement sources and variable storage-time quantum memory. The ultimate goal of the program is to deploy this quantum communication infrastructure on the International Space Station to provide a National Space Quantum Laboratory (NSQL) that can be used collaboratively by the quantum information science research community to characterize new quantum technologies and evaluate new quantum system applications enabled by quantum states distributed over long distances. Quantum free-space communication links also require beam pointing, acquisition and tracking and a classical communication channel provided by RF or lasercom terminal technology. Today, MIT-LL is developing next-generation lasercom terminal hardware for NASA that will be used to demonstrate LEO-to-GEO bi-directional crosslinks and high-rate communications for Lunar downlinks. We envision that a near-term NASA free-space lasercom pathfinder will be leveraged to demonstrate NASA's first space quantum communication links. The Integrated LCRD Low-Earth Orbit User Modem and Amplifier Terminal (ILLUMA-T) program will host a next-generation lasercom terminal developed by MIT-LL on the International Space Station in the 2022 timeframe. The ILLUMA-T lasercom terminal integrated with a quantum modem can also be used to demonstrate high-rate space-to-ground entanglement distribution and explore the feasibility of dual-span ground-to-ground links and smallsat quantum crosslinks. In this presentation, we describe the objectives of NASA's NSQL quantum communications program and discuss key technologies employed in the space and ground terminals. Copyright © 2019 by the International Astronautical Federation (IAF). All rights reserved.",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079184445&partnerID=40&md5=3347642a58b355802e883a0f0d9bcfcf,Conference Paper
1163,Scopus,Iranmanesh et al. (2019),2019,System design trade off for a quantum channel between a Leo Cubesat and an optical ground station,"Proceedings of the International Astronautical Congress, IAC","Satellite-based Quantum Key Distribution (QKD) is a fundamental enabler of next generation communications networks. By ensuring the secure distribution of cryptographic keys over globe-spanning distances, this technology enables a step increase in the capability to secure communications. Despite rapid progress in quantum key distribution research, the range of QKD methods are limited because of quantum states' sensitivity to system noise and transmission loss. As such, free space methods of transmission are preferred. Combined with the requirement to share keys across the globe for commercial applications, space-based links are therefore very attractive to extend the range of QKD. In-Orbit demonstration missions have proven the feasibility, at great expense, of creating a quantum channel between a payload in space and a ground station. However, a QKD solution can only be commercially viable if the space segment can be realised by affordable CubeSats as the transmitter node. This would require both the Low Earth Orbit (LEO) CubeSat and the ground station to meet challenging orientation and stability maintenance requirements in order to ensure the necessary end-to-end photon transmission performance. While many off-the-shelf solutions exist for CubeSat Ground stations in VHF, UHF and S-Bands, there are no turnkey optical ground station solutions that meet the challenging requirements for quantum channels with satellites in LEO. A demonstration programme with a single CubeSat and one ground station is in progress between STFC RAL Space and National University of Singapore (NUS). This paper reports the trade-off study between the pointing specifications of the ground station and the CubeSat platform. From a design point of view, the challenge is to optimise the system so that the requirements are balanced between the Space and Ground segments and that the overall combined cost is minimised, whilst respecting the power and mass budgets of the space segment. A concurrent design study (using STFC RAL Space's CDF facility) was undertaken for this assessment. AGI STK was additionally used for orbital analysis and assessment of the required pointing stability and rotation rates. A solution using a combination of coarse and fine pointing systems is proposed for the space segment, whilst keeping costs down for the ground segment, which allows for multiple ground segments to maximize availability for a demonstration mission. The paper also sets requirements for accurate pointing and reliable optical communications. Copyright © 2019 by the International Astronautical Federation (IAF). All rights reserved.",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079168046&partnerID=40&md5=22bd931845c5c3840523613136957f09,Conference Paper
